date,open,high,low,close,volume
2004-02-05,15.7759,15.8409,15.6497,15.6726,621014
2004-02-06,15.7185,15.8829,15.6803,15.86,373572
2004-02-09,15.9556,16.0283,15.8332,15.9518,360493
2004-02-10,15.8906,16.0436,15.7759,15.9671,353380
2004-02-11,15.8715,16.0551,15.8103,15.948,471250
2004-02-12,15.8715,16.0245,15.8332,15.9365,318271
2004-02-13,15.9365,15.9518,15.8065,15.8409,383287
2004-02-17,15.967,15.9862,15.7835,15.9594,241399
2004-02-18,15.9097,15.9479,15.7949,15.8982,398277
2004-02-19,15.9938,16.1889,15.8906,15.9594,539552
2004-02-20,15.883,15.9862,15.5273,15.6229,809331
2004-02-23,15.6535,15.8103,15.5388,15.7338,516684
2004-02-24,15.7184,15.8638,15.5272,15.7911,764199
2004-02-25,15.795,15.99,15.7567,15.8906,783860
2004-02-26,15.8906,16.0435,15.8523,15.9594,320947
2004-02-27,16.1201,16.6632,16.0819,16.2922,1177857
2004-03-01,16.3304,16.6364,16.3189,16.5178,486470
2004-03-02,16.4834,16.5102,16.3113,16.3572,438895
2004-03-03,16.3571,16.3571,16.0856,16.2883,502455
2004-03-04,16.2884,16.3878,16.2386,16.3113,670274
2004-03-05,16.3113,16.7052,16.2921,16.6631,963530
2004-03-08,16.7893,16.8926,16.5407,16.5828,610764
2004-03-09,16.5904,16.6172,16.3304,16.4298,500466
2004-03-10,16.4451,16.8199,16.4451,16.5981,751963
2004-03-11,16.5981,16.6478,16.514,16.5369,827457
2004-03-12,16.5101,16.5407,16.208,16.273,663923
2004-03-15,16.2921,16.3457,16.1315,16.208,563341
2004-03-16,16.2539,16.361,16.208,16.2883,399119
2004-03-17,16.2883,16.4068,16.1774,16.338,346571
2004-03-18,16.3381,16.5484,16.1583,16.5331,478209
2004-03-19,16.5025,16.5599,16.3916,16.4834,341141
2004-03-22,16.4261,16.5217,16.2157,16.449,644115
2004-03-23,16.5216,16.5407,16.1353,16.1353,488228
2004-03-24,16.1468,16.2004,15.9862,16.0474,446849
2004-03-25,16.2921,16.6555,16.2577,16.5369,606557
2004-03-26,16.5216,16.5981,16.3686,16.4719,302896
2004-03-29,16.4528,16.5675,16.4031,16.4681,499856
2004-03-30,16.4681,16.5331,16.3495,16.3763,461229
2004-03-31,16.4069,17.0494,16.4069,16.9576,1305972
2004-04-01,17.0533,17.0533,16.8467,16.9041,749058
2004-04-02,16.9805,17.1526,16.7702,16.774,380379
2004-04-05,16.6173,16.7435,16.5714,16.6364,580018
2004-04-06,16.6363,17.0264,16.6287,17.0264,1359741
2004-04-07,16.9806,17.0953,16.8658,17.0341,574203
2004-04-08,17.0341,17.21,16.5713,16.7434,624149
2004-04-12,16.7816,16.7969,16.6248,16.6669,228242
2004-04-13,16.7626,16.8085,16.6096,16.732,396214
2004-04-14,16.5407,16.709,16.4872,16.6937,375790
2004-04-15,16.6937,16.7472,16.5751,16.7243,288899
2004-04-16,16.8199,17.1374,16.732,16.9232,314599
2004-04-19,16.9806,16.9806,16.7894,16.8276,409905
2004-04-20,16.7702,16.8926,16.5828,16.5828,425125
2004-04-21,16.4834,16.732,16.4451,16.6746,300755
2004-04-22,16.6173,17.0188,16.5982,16.9959,374644
2004-04-23,17.0571,17.0571,16.7014,16.7205,433081
2004-04-26,16.7702,16.885,16.7664,16.8276,867157
2004-04-27,16.8735,17.0379,16.7932,16.8276,529610
2004-04-28,17.1144,17.1144,16.8467,16.9882,1031530
2004-04-29,17.363,17.7455,17.0609,17.5925,1311177
2004-04-30,17.5925,17.7302,17.4166,17.4816,1006521
2004-05-03,17.4816,17.7263,17.3821,17.6269,890868
2004-05-04,17.5733,17.7301,17.5351,17.6919,885283
2004-05-05,17.6919,18.0017,17.6307,17.9673,678153
2004-05-06,17.929,17.9634,17.8143,17.9443,806040
2004-05-07,17.9558,18.0094,17.6231,17.7646,864327
2004-05-10,17.5351,17.711,17.2406,17.2674,683124
2004-05-11,17.1717,17.3591,17.0608,17.3056,850556
2004-05-12,17.3438,17.5848,17.2559,17.5733,997031
2004-05-13,17.5351,17.5619,17.1527,17.2024,985792
2004-05-14,17.1335,17.2865,16.9882,17.2674,825317
2004-05-17,17.0953,17.2903,17.0915,17.145,386040
2004-05-18,16.9423,16.9423,16.6363,16.7281,1312701
2004-05-19,16.732,17.0953,16.6937,16.8123,804742
2004-05-20,16.8276,16.9041,16.7205,16.8161,595849
2004-05-21,17.0188,17.2062,16.8849,16.9576,673485
2004-05-24,16.9576,17.08,16.9423,17.0379,381144
2004-05-25,17.0953,17.4969,17.0953,17.4357,599981
2004-05-26,17.4395,17.5887,17.3516,17.4969,398662
2004-05-27,17.5006,17.5542,17.3897,17.4012,639905
2004-05-28,17.4587,17.5351,17.4013,17.5122,2056641
2004-06-01,17.5121,17.5389,17.2138,17.3324,652604
2004-06-02,17.3324,17.3821,17.2329,17.3553,430555
2004-06-03,17.3553,17.3553,17.122,17.1335,400496
2004-06-04,17.1717,17.2482,16.9882,17.0111,747219
2004-06-07,17.0112,17.168,17.0112,17.0953,685418
2004-06-08,17.0952,17.1297,16.8734,17.0723,1239119
2004-06-09,17.0226,17.8984,17.0226,17.711,4547034
2004-06-10,17.8028,17.906,17.623,17.8066,1237895
2004-06-14,17.822,18.0514,17.7569,18.017,1375273
2004-06-15,18.0782,18.2923,17.9749,18.2732,1086448
2004-06-16,18.4147,18.4147,18.0934,18.277,704615
2004-06-17,18.277,18.2846,18.0284,18.2311,708210
2004-06-18,18.1203,18.1853,17.9635,18.0285,666450
2004-06-21,18.1087,18.147,17.9366,17.994,540929
2004-06-22,17.994,18.1126,17.9481,18.0858,1208678
2004-06-23,18.0323,18.1317,17.9443,18.082,647403
2004-06-24,18.082,18.1471,17.8946,17.9979,502993
2004-06-25,18.0629,18.2924,17.9558,18.0132,646028
2004-06-28,18.0131,18.3764,18.0131,18.3076,601508
2004-06-29,18.3076,18.4491,18.2082,18.4109,495955
2004-06-30,18.4721,18.736,18.453,18.6557,779118
2004-07-01,18.6442,18.7895,18.3765,18.5218,468648
2004-07-02,18.4262,18.583,18.3573,18.4912,330585
2004-07-06,18.4338,18.6862,18.4224,18.648,657422
2004-07-07,18.6251,18.8698,18.5447,18.6633,752728
2004-07-08,18.5868,18.7398,18.5524,18.648,462682
2004-07-09,18.7207,18.8354,18.4606,18.5524,591183
2004-07-12,18.5639,18.5754,18.235,18.4224,674098
2004-07-13,18.3382,18.3573,18.235,18.2885,771314
2004-07-14,18.2043,18.2885,17.841,17.9022,899049
2004-07-15,17.7072,17.8525,17.6269,17.6804,924444
2004-07-16,17.776,17.9099,17.7263,17.8372,576879
2004-07-19,17.8601,17.8946,17.6383,17.7913,923067
2004-07-20,17.7646,17.864,17.711,17.7837,650769
2004-07-21,17.8334,17.8449,17.3554,17.4242,563265
2004-07-22,17.4204,17.4204,16.9882,17.2177,518290
2004-07-23,17.1909,17.2865,16.6823,16.9232,552939
2004-07-26,17.0188,17.057,16.7969,16.8849,266716
2004-07-27,16.8084,16.992,16.7702,16.9729,1159649
2004-07-28,16.9041,16.9041,16.514,16.7932,551640
2004-07-29,16.8467,16.8505,16.4872,16.7052,623003
2004-07-30,16.6669,16.8046,16.5331,16.7893,654821
2004-08-02,16.644,16.8964,16.6172,16.8696,457709
2004-08-03,16.9232,16.9462,16.7855,16.8276,392848
2004-08-04,16.8276,16.8467,16.5828,16.8008,445854
2004-08-05,16.7626,16.8276,16.5217,16.5599,483029
2004-08-06,16.2195,16.4719,16.1889,16.4222,743168
2004-08-09,16.5178,16.7931,16.5025,16.7128,704691
2004-08-10,16.709,16.7893,16.6364,16.7511,348408
2004-08-11,16.7128,16.8964,16.5981,16.8352,407380
2004-08-12,16.7893,16.8161,16.644,16.7281,361792
2004-08-13,16.7244,16.7511,16.4031,16.5599,639143
2004-08-16,16.885,16.9844,16.5752,16.6364,1174109
2004-08-17,15.3016,15.8141,14.8542,15.2978,5961553
2004-08-18,15.489,16.2157,15.447,16.1698,3693048
2004-08-19,16.1698,16.2577,15.9862,16.2539,2224987
2004-08-20,16.2156,16.3686,16.1583,16.3495,1183436
2004-08-23,16.2921,16.5139,16.2577,16.491,1280271
2004-08-24,16.5867,16.6326,16.4452,16.4834,860273
2004-08-25,16.4642,16.6631,16.3992,16.6172,503373
2004-08-26,16.579,16.8276,16.5293,16.7932,550493
2004-08-27,16.7549,16.8811,16.7358,16.8352,277043
2004-08-30,16.8734,16.9117,16.6325,16.6516,427649
2004-08-31,16.6938,16.8659,16.6632,16.8085,587972
2004-09-01,16.7703,16.9156,16.7205,16.7932,562425
2004-09-02,16.732,17.0915,16.7243,17.08,539171
2004-09-03,16.9844,17.1947,16.9844,17.0953,347031
2004-09-07,17.1182,17.3897,17.1182,17.3668,575655
2004-09-08,17.2865,17.2865,17.0723,17.2559,895226
2004-09-09,17.2559,17.321,16.9844,16.9997,554163
2004-09-10,17.0111,17.034,16.9499,17.0111,569000
2004-09-13,16.9806,16.9959,16.8467,16.8926,907925
2004-09-14,16.8658,16.9079,16.514,16.862,1459257
2004-09-15,16.8084,16.8467,16.7626,16.7702,507581
2004-09-16,16.7702,16.8276,16.644,16.6899,398737
2004-09-17,16.6555,16.8544,16.644,16.8276,387188
2004-09-20,16.6746,16.6785,16.2807,16.3419,1052337
2004-09-21,16.3342,16.4336,16.1009,16.3839,877862
2004-09-22,16.384,16.491,16.0206,16.078,863944
2004-09-23,16.1391,16.1774,16.0818,16.1009,459774
2004-09-24,16.1009,16.2424,16.0741,16.1659,494576
2004-09-27,16.0245,16.0398,15.883,15.9327,503375
2004-09-28,15.8523,16.0091,15.7376,15.8523,975920
2004-09-29,15.7759,16.0818,15.7759,16.0627,486623
2004-09-30,16.1583,16.2769,15.9862,15.9862,600592
2004-10-01,16.0053,16.2271,16.0053,16.1124,461381
2004-10-04,15.749,16.2386,15.749,15.9938,475301
2004-10-05,16.0397,16.0818,15.8217,15.9938,466734
2004-10-06,15.9938,16.1889,15.9862,16.0818,405774
2004-10-07,16.0053,16.1391,15.9709,16.055,428643
2004-10-08,16.0551,16.0551,15.6458,15.7797,620174
2004-10-11,15.6993,15.7299,15.4431,15.4775,937293
2004-10-12,15.382,15.5502,15.382,15.4508,905249
2004-10-13,15.4317,15.6343,15.4125,15.6114,680216
2004-10-14,15.6229,15.6229,15.4049,15.4737,697120
2004-10-15,15.5693,15.9441,15.4431,15.8523,895837
2004-10-18,15.8906,16.1698,15.7453,16.1583,938826
2004-10-19,16.1621,16.3419,16.143,16.2845,1388275
2004-10-20,16.2921,16.2959,16.0703,16.1659,721748
2004-10-21,16.166,16.4949,16.0627,16.3763,937449
2004-10-22,16.3801,16.514,16.3113,16.361,433999
2004-10-25,16.3304,16.3342,16.0703,16.2348,626522
2004-10-26,16.2157,16.514,16.1048,16.514,437135
2004-10-27,16.5025,16.6593,16.2501,16.6555,602428
2004-10-28,16.6593,16.9041,16.4834,16.8773,623003
2004-10-29,16.7817,16.7855,16.2118,16.426,1094404
2004-11-01,15.8714,16.1506,15.7949,15.9288,2175037
2004-11-02,15.8332,16.2271,15.8141,16.1965,1901894
2004-11-03,16.8276,17.2024,16.4451,16.5484,2084326
2004-11-04,16.4451,16.7396,16.4451,16.6746,1486334
2004-11-05,16.8276,17.0456,16.7511,16.95,599752
2004-11-08,16.9882,17.0111,16.7893,16.8696,433538
2004-11-09,16.9423,17.1297,16.8582,16.8926,430710
2004-11-10,16.8352,16.9232,16.6746,16.7587,401031
2004-11-11,16.7969,16.9385,16.7358,16.7893,979822
2004-11-12,16.7702,17.0685,16.686,17.057,758386
2004-11-15,16.9997,17.2789,16.9461,17.1909,888190
2004-11-16,17.1718,17.2521,17.0609,17.0953,666143
2004-11-17,17.0761,17.2444,17.0761,17.2138,625984
2004-11-18,17.1718,17.2253,17.0991,17.1871,675246
2004-11-19,17.1871,17.2292,17.0341,17.168,790210
2004-11-22,17.1717,17.3515,17.1564,17.275,556303
2004-11-23,17.2292,17.2674,16.9576,16.9997,711960
2004-11-24,17.0762,17.0762,16.862,16.9423,453962
2004-11-26,17.0571,17.1451,16.9041,16.9806,166440
2004-11-29,16.9615,16.9997,16.8238,16.8888,294330
2004-11-30,16.8696,17.057,16.6746,16.6899,601968
2004-12-01,16.6707,16.8658,16.6478,16.8046,609922
2004-12-02,16.8276,17.2024,16.8123,17.1144,554315
2004-12-03,17.1144,17.2827,17.08,17.2521,754641
2004-12-06,17.298,17.298,17.0379,17.1565,592943
2004-12-07,17.1947,17.2483,17.0953,17.1756,571908
2004-12-08,17.1254,17.2142,16.9441,17.1949,801786
2004-12-09,17.1987,17.5576,17.1987,17.5113,537687
2004-12-10,17.6464,17.8278,17.4226,17.739,635548
2004-12-13,17.739,17.9551,17.6965,17.9435,760264
2004-12-14,17.847,18.0091,17.8046,17.9628,605063
2004-12-15,17.9628,18.1133,17.7312,17.847,647817
2004-12-16,17.9243,18.1211,17.8587,18.0516,474404
2004-12-17,18.0439,18.0786,17.8586,17.9551,471625
2004-12-20,17.9435,17.9628,17.7428,17.847,503729
2004-12-21,17.8277,17.8818,17.7467,17.793,907593
2004-12-22,17.8509,17.9435,17.7506,17.9165,307316
2004-12-23,17.8664,17.8895,17.6541,17.7313,318199
2004-12-27,17.739,17.7506,17.5962,17.6348,254836
2004-12-28,17.5962,17.739,17.5576,17.6348,346831
2004-12-29,17.5576,17.6502,17.519,17.6425,320204
2004-12-30,17.6155,17.7081,17.5885,17.6309,367204
2004-12-31,17.519,17.739,17.4959,17.6618,379630
2005-01-03,17.6696,17.739,17.5615,17.5924,429874
2005-01-04,17.5537,17.5962,17.1871,17.2373,706008
2005-01-05,17.1717,17.1756,16.8591,16.9093,994338
2005-01-06,16.9788,17.2258,16.9132,17.1332,1168453
2005-01-07,17.1138,17.299,17.0559,17.2836,651135
2005-01-10,17.2566,17.4109,17.1833,17.3685,585844
2005-01-11,17.3454,17.4071,17.2875,17.3724,691809
2005-01-12,17.3338,17.4766,17.3338,17.4689,562076
2005-01-13,17.4689,17.5577,17.3956,17.4612,527116
2005-01-14,17.4573,17.6927,17.4573,17.6001,602517
2005-01-18,17.5653,17.9319,17.519,17.8972,565317
2005-01-19,17.8856,17.9396,17.8046,17.847,280921
2005-01-20,17.8508,18.0052,17.8393,17.874,634157
2005-01-21,17.9127,18.0014,17.6927,17.6927,534678
2005-01-24,17.6966,17.7274,17.519,17.6078,361417
2005-01-25,17.5962,17.7004,17.5075,17.5152,445385
2005-01-26,17.5344,17.5807,17.3453,17.4997,736801
2005-01-27,17.5345,17.6657,16.9403,17.5075,938004
2005-01-28,18.3101,18.3294,17.7698,18.0631,1329284
2005-01-31,18.1364,18.1673,17.2103,17.4187,1544067
2005-02-01,17.4187,17.5577,17.3184,17.4033,942171
2005-02-02,17.3647,17.6426,17.3531,17.6194,423313
2005-02-03,17.5229,17.5885,17.1717,17.3608,708092
2005-02-04,17.3608,17.5152,17.303,17.5152,851102
2005-02-07,17.4804,17.5538,17.1563,17.1756,688027
2005-02-08,16.9788,17.0405,16.7279,16.863,2029503
2005-02-09,17.0174,17.0945,16.755,16.863,1256814
2005-02-10,16.7858,16.8244,16.5929,16.6778,1212054
2005-02-11,16.6122,16.7087,16.4772,16.6045,861057
2005-02-14,16.9595,17.11,16.8437,16.9402,1305746
2005-02-15,17.0367,17.3068,16.9402,17.2489,1184579
2005-02-16,17.1717,17.2643,16.9788,17.164,591556
2005-02-17,17.3647,17.4187,17.1872,17.2489,767673
2005-02-18,17.2103,17.3068,17.0482,17.1254,483046
2005-02-22,17.1293,17.1525,16.8129,16.8129,627985
2005-02-23,17.1138,17.1138,16.8861,16.9749,618336
2005-02-24,17.0135,17.137,16.971,17.1254,380865
2005-02-25,17.1293,17.1718,17.029,17.0367,392982
2005-02-28,17.0367,17.0676,16.9171,16.9711,496630
2005-03-01,16.9903,17.1292,16.9363,16.9556,751773
2005-03-02,16.9016,16.9055,16.2842,16.4887,1805229
2005-03-03,16.4888,16.5852,16.4772,16.5428,1235597
2005-03-04,16.6238,16.7087,16.5852,16.5929,1015949
2005-03-07,16.5891,16.8515,16.5891,16.7087,651446
2005-03-08,16.7049,16.7627,16.62,16.7473,909216
2005-03-09,16.6508,16.701,16.373,16.4772,1487733
2005-03-10,16.5929,16.6083,16.1491,16.2649,3221183
2005-03-11,16.3999,16.5504,16.3691,16.4694,947878
2005-03-14,16.5158,16.7512,16.4772,16.7473,1074760
2005-03-15,17.5191,17.6734,16.9248,17.1409,3199738
2005-03-16,17.1139,17.1718,17.0406,17.1023,729472
2005-03-17,17.1331,17.164,16.8939,16.9749,647431
2005-03-18,16.9402,16.975,16.7126,16.7473,615020
2005-03-21,16.7511,16.9286,16.7472,16.8823,577510
2005-03-22,16.9248,16.9788,16.6508,16.6894,573344
2005-03-23,16.5698,17.1872,16.5582,17.1332,989249
2005-03-24,17.712,17.9435,17.3261,17.3647,1232353
2005-03-28,17.4419,17.4419,17.0714,17.3261,622582
2005-03-29,17.3377,17.4072,17.0483,17.0946,536608
2005-03-30,17.1525,17.4303,17.1525,17.384,385033
2005-03-31,17.3879,17.4535,17.3184,17.357,417988
2005-04-01,17.5576,17.5615,17.2528,17.3338,612857
2005-04-04,17.2836,17.4264,17.2527,17.3685,444226
2005-04-05,17.4033,17.4264,17.1872,17.3261,368209
2005-04-06,17.4033,17.4187,17.2297,17.357,502728
2005-04-07,17.357,17.4612,17.249,17.3956,481505
2005-04-08,17.3377,17.438,17.3222,17.438,650905
2005-04-11,17.5383,17.5962,17.3261,17.4766,434658
2005-04-12,17.4998,17.6888,17.2875,17.6271,603829
2005-04-13,17.5962,17.6927,17.0945,17.1833,785269
2005-04-14,17.2991,17.3878,17.1138,17.137,405484
2005-04-15,17.1949,17.2643,16.863,16.863,437666
2005-04-18,16.9017,16.9595,16.6585,16.8785,427481
2005-04-19,16.863,16.8784,16.562,16.6006,896402
2005-04-20,16.6045,16.6045,16.1684,16.2726,736338
2005-04-21,16.3074,16.3962,16.1531,16.2804,854885
2005-04-22,16.2958,16.4309,16.0952,16.1492,867851
2005-04-25,16.2765,16.4964,16.2032,16.3228,982146
2005-04-26,16.3228,16.3228,16.0642,16.0681,687872
2005-04-27,15.9716,16.0334,15.4353,15.9755,1118671
2005-04-28,15.1459,15.2771,14.4629,14.5709,4869058
2005-04-29,14.6249,14.8371,14.4127,14.8217,2443014
2005-05-02,14.9182,14.9337,14.6944,14.7986,2909169
2005-05-03,14.7986,14.7986,14.5709,14.7021,1748662
2005-05-04,14.7021,14.7445,14.54,14.5863,1470438
2005-05-05,14.6056,14.7406,14.5361,14.6326,1438178
2005-05-06,14.5362,14.6713,14.4204,14.5169,1095057
2005-05-09,14.5169,14.6635,14.3471,14.6095,1279894
2005-05-10,14.6095,14.6443,14.4706,14.5092,1254891
2005-05-11,14.378,14.5246,14.2352,14.4204,1260290
2005-05-12,14.432,14.4667,14.3394,14.3818,1287378
2005-05-13,14.3779,14.4397,14.2159,14.2776,1142440
2005-05-16,14.2198,14.4089,14.2198,14.3394,1043350
2005-05-17,14.2815,14.5053,14.2468,14.5053,1073060
2005-05-18,14.5864,15.2771,14.5632,15.1652,1655747
2005-05-19,15.2154,15.2771,15.0649,15.1652,978445
2005-05-20,15.1844,15.4507,15.142,15.4507,947725
2005-05-23,15.0879,15.3503,15.0879,15.2423,844230
2005-05-24,15.2269,15.2269,15.0031,15.1459,628757
2005-05-25,15.2037,15.2616,15.0185,15.1111,388814
2005-05-26,15.1112,15.335,15.1112,15.2771,458506
2005-05-27,15.2539,15.2693,15.0725,15.2153,291649
2005-05-31,15.2114,15.2462,15.0185,15.0841,623044
2005-06-01,15.0649,15.389,15.0649,15.362,427867
2005-06-02,15.3195,15.3388,15.2153,15.2848,617643
2005-06-03,15.2655,15.3696,15.196,15.196,498713
2005-06-06,15.2231,15.2578,15.0533,15.2578,388044
2005-06-07,15.3774,15.4353,15.142,15.1922,495396
2005-06-08,15.3388,15.5279,15.2424,15.416,638867
2005-06-09,15.3504,15.3504,15.0687,15.0841,473245
2005-06-10,15.1188,15.3388,15.0262,15.196,347910
2005-06-13,15.1652,15.2347,15.0687,15.1459,442145
2005-06-14,15.1381,15.2963,15.115,15.223,602360
2005-06-15,15.3195,15.3311,15.1613,15.2771,378319
2005-06-16,15.2385,15.3426,15.1651,15.3002,516387
2005-06-17,15.3195,15.3426,15.1497,15.2423,530201
2005-06-20,15.223,15.3349,15.1266,15.142,408494
2005-06-21,15.1652,15.2038,15.0301,15.115,481272
2005-06-22,15.088,15.1073,14.9144,14.9568,849481
2005-06-23,14.9259,14.9259,14.7368,14.8603,942786
2005-06-24,14.9374,15.0648,14.8178,15.0262,1295556
2005-06-27,14.9529,15.0417,14.8526,14.9915,749536
2005-06-28,14.9182,15.0841,14.8487,15.0494,1256818
2005-06-29,15.0455,15.0532,14.8834,14.9876,616946
2005-06-30,14.9877,15.1459,14.9028,15.0996,1088576
2005-07-01,15.0879,15.1265,14.7561,14.8564,1062098
2005-07-05,14.9143,14.9799,14.8063,14.9799,810582
2005-07-06,14.953,15.0919,14.8874,14.9298,614865
2005-07-07,14.8565,14.8719,14.6095,14.6404,1085875
2005-07-08,14.6056,14.6635,14.513,14.6365,1353365
2005-07-11,14.6094,14.7638,14.6094,14.7252,415825
2005-07-12,14.7407,15.0224,14.7407,14.8796,619109
2005-07-13,14.8371,14.9027,14.7098,14.7291,569793
2005-07-14,14.7214,14.8217,14.5979,14.6095,582991
2005-07-15,14.6249,14.8565,14.5863,14.7677,833968
2005-07-18,14.7599,14.7638,14.6133,14.7175,705468
2005-07-19,14.6056,14.6288,14.4512,14.6056,1315160
2005-07-20,14.5671,14.6558,14.3394,14.6404,1198861
2005-07-21,14.5439,14.6982,14.4358,14.5323,894010
2005-07-22,14.5709,14.7909,14.5439,14.76,764201
2005-07-25,14.7639,14.7986,14.6442,14.76,609308
2005-07-26,14.7715,14.7985,14.6905,14.7638,361339
2005-07-27,14.8025,14.9607,14.7137,14.7793,675757
2005-07-28,14.8178,15.2461,14.7792,15.1844,1036707
2005-07-29,15.2307,15.2307,15.061,15.1034,756945
2005-08-01,15.0879,15.1613,14.8448,14.9606,869312
2005-08-02,14.9336,15.0571,14.895,15.0378,694741
2005-08-03,15.0725,15.2462,15.0108,15.1767,1168679
2005-08-04,15.1652,15.196,14.9336,15.0224,555979
2005-08-05,15.0378,15.1112,14.6828,14.7793,807421
2005-08-08,14.7715,14.8256,14.5516,14.6249,849402
2005-08-09,14.6056,14.6288,14.4397,14.5053,1289000
2005-08-10,14.5477,14.5477,14.3934,14.4281,1208040
2005-08-11,14.4281,14.5825,14.3896,14.5169,767906
2005-08-12,14.4628,14.5284,14.3934,14.4011,826327
2005-08-15,14.4397,14.5864,14.4011,14.432,1207040
2005-08-16,15.1266,15.852,15.1073,15.744,5065786
2005-08-17,15.8597,15.9716,15.6359,15.8134,1657744
2005-08-18,15.8405,16.2109,15.8019,16.1453,2332888
2005-08-19,16.1106,16.1145,15.9485,15.9987,1593310
2005-08-22,15.9871,16.072,15.7787,15.8482,1458250
2005-08-23,15.8212,15.8829,15.7054,15.717,960616
2005-08-24,15.6668,15.6668,15.443,15.5009,1451381
2005-08-25,15.4739,15.6244,15.4546,15.6128,642957
2005-08-26,15.6089,15.6127,15.3851,15.4005,603209
2005-08-29,15.4005,15.6668,15.3928,15.6629,467070
2005-08-30,15.6475,15.7787,15.4082,15.5703,833117
2005-08-31,15.5279,15.636,15.4739,15.5858,831577
2005-09-01,15.5433,15.7169,15.4931,15.6629,803249
2005-09-02,15.6514,15.7208,15.5433,15.6398,422078
2005-09-06,15.6359,15.7401,15.524,15.7324,444536
2005-09-07,15.7941,15.879,15.7053,15.8404,935375
2005-09-08,15.8559,15.8559,15.4546,15.497,890692
2005-09-09,15.4971,15.6128,15.4392,15.5588,586851
2005-09-12,15.4892,15.6938,15.4005,15.578,300138
2005-09-13,15.4931,15.5935,15.4082,15.4314,595338
2005-09-14,15.416,15.47,15.2577,15.2809,723219
2005-09-15,15.3465,15.5279,15.2925,15.5009,452717
2005-09-16,15.5279,15.6938,15.4932,15.6591,549342
2005-09-19,15.6321,15.7247,15.5858,15.6205,600895
2005-09-20,14.1812,14.1812,13.2165,14.077,8524611
2005-09-21,13.9689,13.9882,13.7952,13.884,3217862
2005-09-22,13.8493,13.8686,13.6602,13.7644,1418115
2005-09-23,13.7181,13.7837,13.6602,13.6602,1509491
2005-09-26,13.7567,13.7567,13.4712,13.5059,2922445
2005-09-27,13.6024,13.6217,13.4866,13.5522,2073811
2005-09-28,13.5522,13.5831,13.394,13.394,1838038
2005-09-29,13.0235,13.1393,12.9849,13.0891,2812227
2005-09-30,13.1007,13.4827,13.1007,13.4403,1082170
2005-10-03,13.4712,13.6795,13.448,13.6178,1292398
2005-10-04,13.4981,13.7297,13.4827,13.5753,1167985
2005-10-05,13.6023,13.6988,13.3708,13.4287,1094671
2005-10-06,13.5058,13.6139,13.4557,13.556,1417418
2005-10-07,13.5638,13.668,13.5213,13.5522,1062335
2005-10-10,13.5444,13.637,13.4943,13.5097,569561
2005-10-11,13.5445,13.5522,13.448,13.5059,802636
2005-10-12,13.4672,13.4672,13.2357,13.3206,983378
2005-10-13,13.3322,13.4866,13.282,13.4364,562615
2005-10-14,13.4403,13.6178,13.3592,13.5869,549959
2005-10-17,13.5445,13.7181,13.5059,13.6448,444691
2005-10-18,13.6293,13.7605,13.583,13.6023,907823
2005-10-19,13.4943,13.5715,13.3283,13.4171,728621
2005-10-20,13.4287,13.4287,13.0814,13.0968,1134799
2005-10-21,13.1123,13.2281,13.0197,13.0274,857200
2005-10-24,13.066,13.1894,13.0197,13.0814,955984
2005-10-25,12.9926,13.0775,12.6646,12.8344,1401211
2005-10-26,12.0588,12.163,11.5687,11.8504,5134530
2005-10-27,11.8273,11.8852,11.6923,11.8852,3136226
2005-10-28,11.8466,12.5103,11.8389,12.5103,2599225
2005-10-31,12.5296,12.8229,12.518,12.7997,1755222
2005-11-01,12.765,12.8498,12.6569,12.7418,1192682
2005-11-02,12.7341,12.8268,12.6956,12.8229,1319026
2005-11-03,12.8229,12.8692,12.7225,12.7534,2103674
2005-11-04,12.7418,12.8113,12.7032,12.7341,1261834
2005-11-07,12.792,12.9232,12.7302,12.8344,741818
2005-11-08,12.6955,12.8113,12.6685,12.6955,485748
2005-11-09,12.6492,12.8228,12.5025,12.8151,3624809
2005-11-10,12.8768,13.0852,12.7534,13.0582,537763
2005-11-11,13.1007,13.1779,12.8499,12.8769,554976
2005-11-14,12.8923,13.0351,12.6994,12.7843,702847
2005-11-15,12.8306,12.954,12.4948,12.6762,1090115
2005-11-16,12.6184,12.7611,12.4447,12.5296,644038
2005-11-17,12.5335,12.8807,12.5296,12.8383,459045
2005-11-18,12.8152,13.0235,12.7573,12.8576,596728
2005-11-21,12.8498,12.9694,12.8189,12.9077,413046
2005-11-22,12.9077,12.9077,12.4833,12.7148,764046
2005-11-23,12.7264,12.8692,12.6338,12.7997,470313
2005-11-25,12.8575,13.0543,12.8151,13.0119,178663
2005-11-28,13.0814,13.1238,12.819,12.819,829955
2005-11-29,12.8152,12.9039,12.7225,12.792,572649
2005-11-30,12.7727,12.9078,12.7341,12.738,495242
2005-12-01,12.8112,12.9849,12.7533,12.9077,770603
2005-12-02,12.8807,13.147,12.7727,13.147,521018
2005-12-05,13.12,13.2435,13.0891,13.2126,875798
2005-12-06,13.2088,13.2203,13.0891,13.1586,969029
2005-12-07,13.1546,13.1546,12.9243,13.0414,662222
2005-12-08,13.0024,13.0804,12.9282,12.9555,673780
2005-12-09,12.9126,13.0805,12.9009,13.0102,345169
2005-12-12,13.1391,13.5803,13.1117,13.4944,926803
2005-12-13,13.5335,13.5374,13.2562,13.3148,863549
